config_name,n_samples,d_dim,dgp_num,n_runs,nonlinearity,interaction,sparse_k,skewness,heterogeneous,true_effect,noise_std,rho,s1,a0,a1,b0,b1,bias,rmse,variance,coverage_rate,rejection_rate,mean_estimate
0_基准,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014315555522117163,0.05568358581900113,0.0028957265997552415,0.89,1.0,0.9856844444778828
inter_0.25,400,30,3,100,0.0,0.25,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.014881622578288733,0.05586314895023021,0.0028992287200729754,0.89,1.0,0.9851183774217113
inter_0.5,400,30,3,100,0.0,0.5,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.015674293262741834,0.05554897904192535,0.0028400056033138265,0.89,1.0,0.9843257067372582
inter_1.0,400,30,3,100,0.0,1.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01644317839693077,0.05641261976481578,0.002912005552936394,0.88,1.0,0.9835568216030692
hete_0.15,400,30,3,100,0.0,0.0,0,0.3,0.15,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017412206987099332,0.05723478365523481,0.0029726355078999417,0.88,1.0,0.9825877930129007
hete_0.3,400,30,3,100,0.0,0.0,0,0.3,0.3,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017279190396664923,0.057229085049780255,0.002976597754870785,0.88,1.0,0.9827208096033351
hete_0.5,400,30,3,100,0.0,0.0,0,0.3,0.5,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.017518688116132775,0.057403169788117735,0.002988219468413138,0.88,1.0,0.9824813118838672
noise_0.5,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,0.5,0.7,1.0,1.0,0.25,1.0,0.25,-0.017318163330173775,0.05754230939349861,0.0030111985892065426,0.88,1.0,0.9826818366698262
noise_1.0,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01728273396668545,0.057532090015887924,0.0030112484882330076,0.88,1.0,0.9827172660333146
noise_2.0,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,2.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01694651261818292,0.05757184604849739,0.0030273331675136524,0.88,1.0,0.9830534873818171
rho_0.3,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.3,1.0,1.0,0.25,1.0,0.25,-0.01681101129492546,0.057595957795798965,0.0030346842536573397,0.88,1.0,0.9831889887050745
rho_0.5,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,-0.016557202352026845,0.05701447004266586,0.0029765088445200833,0.88,1.0,0.9834427976479732
rho_0.7,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01671949559688779,0.05695522741910765,0.002964356397347918,0.88,1.0,0.9832805044031122
s1_0.5,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,0.5,1.0,0.25,1.0,0.25,-0.016808848973879575,0.05700154959252011,0.002966639252121837,0.88,1.0,0.9831911510261204
s1_1.0,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,1.0,1.0,0.25,1.0,0.25,-0.01620343571982663,0.05661527633828891,0.0029427381857342694,0.88,1.0,0.9837965642801734
s1_2.0,400,30,3,100,0.0,0.0,0,0.3,0.0,1.0,1.0,0.7,2.0,1.0,0.25,1.0,0.25,-0.01622679485137868,0.056620802994172395,0.0029426064605561526,0.88,1.0,0.9837732051486213
